URI,中文名称,ICD-11编码,ICD-11章节,英文名称,引用次数,是否匹配
i631620852672098304,高血压病,BA00,11,Hypertension,1,是
i631620854165270528,中风病人下肢痉挛,,,,1,否
i631620854354014208,性功能障碍,,,,1,否
i631620856451166208,躯体化障碍,,,,1,否
i631620856677658624,腹部外科术后焦虑,,,,1,否
i631620857482964992,"寒湿,腰椎间盘突出",FA84.2,15,Lumbar disc herniation,1,是
i631620857885618176,急性出血性中风,,,,1,否
i631620859890495488,"脑外伤,顽固性呃逆",DD93,13,Intractable hiccup,1,是
i631620862180585472,"糖尿病胃轻瘫,胃动力障碍",,,,1,否
i631620864076410880,"骨质增生,腰椎间盘突出症",FA84.2,15,Lumbar disc herniation,1,是
i631621089201483776,本体感觉性眩晕,,,,1,否
i631621089977430016,"脾胃病,消化性溃疡,脾胃虚寒,寒证",DA60,13,Peptic ulcer,1,是
i631621090275225600,陈旧性踝关节损伤,,,,1,否
i631621091034394624,腰部软组织急性损伤,,,,1,否
i631621099326533632,髂骨致密性骨炎,,,,1,否
i631621099485917184,无痛结肠镜术后腹胀,,,,1,否
i631621101650178048,下肢淋巴水肿并发急性丹毒,,,,1,否
i631621343216922624,"2型糖尿病,胃肠功能紊乱",5A11,05,Type 2 diabetes mellitus,1,是
i631621344873672704,"虚寒,呃逆",,,,1,否
i631621354419908608,超大卵泡持续不排卵性不孕症,,,,1,否
i631621355632062464,"气虚,痰湿,单纯性肥胖症",5B81.0,05,Simple obesity,1,是
i631621355929858048,非急性发作期支气管哮喘,CA23,12,Asthma,1,是
i631621356064075776,妊娠中晚期女性腰背及骨盆疼痛,,,,1,否
i631620633704263680,"老年肛肠术,肛肠术后疼痛",MG30.0,21,Postoperative pain,1,是
i631620635650420736,全麻术后恶心呕吐,,,,1,否
i631620637860818944,儿童听力语言 障碍,,,,1,否
i631620640650031104,心脾两虚型心脏过早搏动,,,,1,否
i631620641581166592,膝关节退行性变,,,,1,否
i631620865288564736,荨麻疹,EA80,14,Urticaria,1,是
i631620865552805888,急性脑梗死后下肢瘫痪,8B11,08,Acute cerebral infarction,1,是
i631620865783492608,糖尿病周围神经病,8B99,08,Peripheral neuropathy,1,是
i631620868996329472,颤证,,,,1,否
i631620869239599104,肢体功能障碍,,,,1,否
i631620869587726336,中风后小便失禁,,,,1,否
i631620876369915904,膝骨关节炎膝痛,FA00.0,15,Knee osteoarthritis,1,是
i631620878148300800,急性淤胆型肝炎,,,,1,否
i631620879012327424,玫瑰糠疹,,,,1,否
i631620881113673728,骨质疏松症,FB83,15,Osteoporosis,1,是
i631621103717969920,腰腿疼,,,,1,否
i631621109925539840,舌体运动障碍,,,,1,否
i631621115424272384,"中风,吞咽障碍",8B20,08,Stroke,1,是
i631621116066000896,慢性乙型肝炎,,,,1,否
i631621116611260416,心肌梗死患者便秘,BA41,11,Myocardial infarction,1,是
i631621358882648064,股骨骨折,,,,1,否
i631621360581341184,"中风偏瘫,肢痉挛",8B2Y,08,Hemiplegia after stroke,1,是
i631621360925274112,神经根型颈椎病所致上肢麻木,FA84.1,15,Cervical radiculopathy,1,是
i631621363320221696,"缺血性中风,偏瘫",8B11,08,Ischaemic stroke,1,是
i631621365891330048,"吞咽障碍,脑出血",MB23.3,21,Dysphagia,1,是
i631620647516106752,老年急性期脑卒中失语症,,,,1,否
i631620651563610112,"脑卒中,假性延髓麻痹",8B20,08,Stroke,1,是
i631620651932708864,"脑卒中后偏瘫,肢痉挛",,,,1,否
i631620652138229760,"膝关节骨性关节炎,虚证",FA00.0,15,Knee osteoarthritis,1,是
i631620657129451520,"腰椎骨质增生,疼痛",,,,1,否
i631620237015379968,功能性踝关节不稳,,,,1,否
i631620432646107136,肥大,,,,1,否
i631620432927125504,促进剖宫产术后肠蠕动,,,,1,否
i631620434990723072,"腰椎间盘突出,麻木",FA84.2,15,Lumbar disc herniation,1,是
i631620435615674368,"酒精依赖,焦虑症",,,,1,否
i631620435947024384,小儿热性惊厥,,,,1,否
i631620436802662400,早中期帕金森病,8A00,08,Parkinson disease,1,是
i631620437104652288,腰椎间盘突出所致坐骨神经痛,FA84.2,15,Lumbar disc herniation,1,是
i631620437746380800,"五行生克,面肌痉挛",8B88.3,08,Hemifacial spasm,1,是
i631620437834461184,肛裂,,,,1,否
i631620439361187840,肾损伤,,,,1,否
i631620439642206208,"中风,痉挛,肿胀",8B20,08,Stroke,1,是
i631620440111968256,帕金森患者肌僵直,,,,1,否
i631620440434929664,社区老年原发性高血压,,,,1,否
i631619861511925760,吻合器痔上黏膜环切术后愈合,,,,1,否
i631619865332936704,膝关节术后股四头肌肌力恢复,,,,1,否
i631619865735589888,术后呕吐,,,,1,否
i631619866482176000,前葡萄膜炎,,,,1,否
i631620035697176576,中风后偏身感觉障碍,,,,1,否
i631620036628312064,"气腹,应激",,,,1,否
i631620037874020352,心脏 X 综合征,,,,1,否
i631620039102951424,低血压,,,,1,否
i631620043410501632,恶阻,,,,1,否
i631620045650259968,不育症,GB04,16,Male infertility,1,是
i631620245668229120,性带状疱疹,1E91,01,Herpes zoster,1,是
i631620251309568000,"支气管炎,发作",,,,1,否
i631620445799444480,"中风,自汗",8B20,08,Stroke,1,是
i631620450199269376,颈肩综合症,,,,1,否
i631619867224567808,腰椎小关节紊乱,,,,1,否
i631619867786604544,"糖尿病,神经痛",5A10-5A14,05,Diabetes mellitus,1,是
i631619868528996352,"颈性眩晕,发作",AB31.1,08,Cervicogenic vertigo,1,是
i631619869116198912,慢性前列腺炎伴抑郁症,GC00,16,Chronic prostatitis,1,是
i631619869325914112,肿瘤化疗后胃肠道反应,,,,1,否
i631619873721544704,急性缺血性脑血管,,,,1,否
i631619874518462464,阵发性房颤,,,,1,否
i631619874661068800,"抑郁症,疼痛",6A70,06,Depressive disorder,1,是
i631620052184985600,脑梗死恢复期患者肢体麻木,,,,1,否
i631620053132898304,肢痉挛,,,,1,否
i631620053262921728,膝关节骨性炎,,,,1,否
i631620056698056704,经筋病,,,,1,否
i631620254727925760,非痴呆型血管性认知功能障碍,,,,1,否
i631620255508066304,脊神经后支综合征,,,,1,否
i631620256523087872,"围绝经期,阳虚",,,,1,否
i631620256980267008,"围绝经期,睡眠障碍",,,,1,否
i631620257122873344,腰椎压缩性骨折,,,,1,否
i631620257416474624,急性胃脘痛,,,,1,否
i631620258007871488,美尼尔氏病,,,,1,否
i631620262286061568,麻醉,,,,1,否
i631620262550302720,阴虚火旺型失眠,,,,1,否
i631620262906818560,脑血管性痴呆,8A67.2,08,Vascular dementia,1,是
i631620263347220480,膝关节退行性骨关节炎,,,,1,否
i631620264056057856,"精神分裂症,抑郁症",6A20,06,Schizophrenia,1,是
i631620265410818048,"偏瘫,关节功能障碍",8B20.1,08,Hemiplegia,1,是
i631620456088072192,经前综合症,,,,1,否
i631620456515891200,"脑中风,意识障碍",,,,1,否
i631620461725216768,早期膝骨性关节炎,FA00,15,Osteoarthritis,1,是
i631620462043983872,脑梗死恢复期,,,,1,否
i631620462316613632,精神分裂症阴性症状,6A20,06,Schizophrenia,1,是
i631619876196184064,压疮,,,,1,否
i631619881829134336,"脑梗死,痉挛,构音障碍",8B11,08,Cerebral infarction,1,是
i631619882034655232,"颈椎病,冻结肩",FA84,15,Cervical spondylosis,1,是
i631619885411069952,高血糖冠心病老年患者全麻手术 围手术期心肌损伤,,,,1,否
i631620058472247296,脑卒中后女性尿失禁,,,,1,否
i631620060061888512,"肝癌,疼痛",,,,1,否
i631620061584420864,痛痹,,,,1,否
i631620062796574720,乳腺囊性增生,,,,1,否
i631620063195033600,棘上韧带炎,,,,1,否
i631620065480929280,"哮喘,复发",CA23,12,Asthma,1,是
i631620066827300864,斜颈,,,,1,否
i631620266107072512,注意力缺陷多动障碍共患抽动障碍,,,,1,否
i631620268778844160,"咳嗽,哮喘",,,,1,否
i631620269051473920,脑卒中失语,,,,1,否
i631620269227634688,腰椎骨折,,,,1,否
i631620269491875840,功能性尿失禁,,,,1,否
i631620273015091200,海洛因成瘾,,,,1,否
i631620273690374144,脑卒中患者吞咽困难,8B20,08,Stroke patients (general),1,是
i631620477520965632,绝经前后诸症,,,,1,否
i631620477785206784,急性脊髓损伤,NA50,22,Spinal cord injury,1,是
i631620478720536576,Hunt 氏综合征,8B83.1,08,Ramsay Hunt syndrome,1,是
i631620479341293568,缺血性中风早期偏瘫随,8B11,08,Ischaemic stroke,1,是
i631620479748141056,"2型糖尿病,胰岛素抵抗,炎症",5A11,05,Type 2 diabetes mellitus,1,是
i631620480381480960,脑梗塞偏瘫,,,,1,否
i631620481341976576,肺病,,,,1,否
i631620485133627392,发作性偏头痛,,,,1,否
i631619886983933952,尺神经损伤,,,,1,否
i631619889898975232,"肝硬化,腹水",DB93,13,Hepatic cirrhosis,1,是
i631619890528120832,气虚血瘀络阻型面瘫,,,,1,否
i631619896303677440,剖腹产术后深静脉血栓形成,,,,1,否
i631619897842987008,卒中后肩手综合征,,,,1,否
i631620069666844672,脾胃虚弱型神经性耳鸣,,,,1,否
i631620072330227712,腰背肌筋膜疼痛综合征,MG30.1,15,Myofascial pain syndrome,1,是
i631620072430891008,"心病,心肌损伤",,,,1,否
i631620075341737984,眼睑下垂,,,,1,否
i631620076813938688,"中风,昏迷",8B20,08,Stroke,1,是
i631620077443084288,小儿哮喘缓解期,,,,1,否
i631620078286139392,梗阻性黄疸术后持续黄疸,,,,1,否
i631620082396557312,缺血性卒中早期,,,,1,否
i631620082950205440,虚寒型胃溃疡,,,,1,否
i631620083189280768,腹部手术后胃瘫,,,,1,否
i631620279889555456,颈肩综合征,,,,1,否
i631620280426426368,"实证,眩晕",,,,1,否
i631620280912965632,棘上韧带损伤,,,,1,否
i631620286877265920,"哮喘,发作",CA23,12,Asthma,1,是
i631620485347536896,慢性单纯性阑尾炎,,,,1,否
i631620487230779392,桡骨茎突狭窄性腱鞘炎,,,,1,否
i631620489848025088,"中风,肢痉挛",8B20,08,Stroke,1,是
i631620492326858752,蛇串疮,,,,1,否
i631619898576990208,脑卒中肢体麻木,,,,1,否
i631619903622737920,胃脘痛,,,,1,否
i631619908525879296,"麻痹斜视,复视麻痹,复视,斜视",,,,1,否
i631619909209550848,植物神经功能紊乱,,,,1,否
i631620085655531520,颈椎曲度异常,,,,1,否
i631620088037896192,膝关节术后僵硬,,,,1,否
i631620088344080384,"中风后遗症,肢痉挛",8B2Y,08,Sequelae of stroke,1,是
i631620290610196480,小儿脑病后遗症,,,,1,否
i631620291746852864,外阴白斑,,,,1,否
i631620294024359936,Sudeck 骨萎缩,,,,1,否
i631620297958617088,"脾虚,腹泻",,,,1,否
i631620298357075968,小脑脑干梗死,,,,1,否
i631619743681343488,肥,,,,1,否
i631619909473792000,颞颌关节功能紊乱病,,,,1,否
i631619910446870528,脑卒中偏瘫侧痉挛,8B2Y,08,Post-stroke hemiplegia,1,是
i631619910748860416,"气滞血瘀,神经根型颈椎病",TM09,26,Qi stagnation blood stasis,1,是
i631619910866300928,脑卒中假性球麻痹,,,,1,否
i631619913026367488,"脑瘫,听力障碍",8D20,08,Cerebral palsy,1,是
i631620097294725120,"脑性瘫痪,语言发育迟缓",8D20,08,Cerebral palsy,1,是
i631620098292969472,脑瘫合并听力障碍,,,,1,否
i631620099274436608,"腰椎间盘突出症,神经痛",FA84.2,15,Lumbar disc herniation,1,是
i631620102529216512,"阴虚火旺,失眠",,,,1,否
i631620103338717184,"脾胃虚弱,慢性胃炎",DA42,13,Chronic gastritis,1,是
i631620104878026752,脑卒中假性球麻痹吞咽障碍,MB23.3,21,Dysphagia,1,是
i631620106283118592,"单纯性肥胖,肥胖病,高脂血症",5B81.0,05,Simple obesity,1,是
i631620106723520512,绝经前后诸症;更年期综合征或更年期障碍,GA30,17,Menopausal syndrome,1,是
i631620106950012928,中风恢复期高血压,,,,1,否
i631620308364685312,"脊髓损伤,尿路感染",NA50,22,Spinal cord injury,1,是
i631620311577522176,老年肛肠术,,,,1,否
i631620314442231808,急性特发性面神经麻痹,8B83,08,Facial nerve palsy,1,是
i631620315352395776,围术期外周神经损伤,,,,1,否
i631620315608248320,"缺血性脑卒中,脑卒中患者,瘫痪",8B11,08,Ischaemic stroke,1,是
i631619757648375808,老年2型糖尿病,5A11,05,Type 2 diabetes mellitus,1,是
i631619757870673920,"小儿脑瘫,脑瘫运动功能障碍",8D20,08,Cerebral palsy,1,是
i631619920479645696,化疗呕吐,,,,1,否
i631619920664195072,"围绝经期,骨质疏松,背痛",,,,1,否
i631619922887176192,血虚风燥型慢性湿疹,,,,1,否
i631619924762030080,阴虚火旺型围绝经期失眠症,,,,1,否
i631619931275784192,筋膜间隔综合征,,,,1,否
i631620111807016960,"治疗更年期,更年期失眠",,,,1,否
i631620115770634240,"癫痫,抑郁症",8A60,08,Epilepsy,1,是
i631620117133783040,便秘型肠易激综合征,DA93,13,Irritable bowel syndrome,1,是
i631620317927698432,骨质疏松性腰椎压缩性骨折,,,,1,否
i631620318108053504,"老年腰椎间盘突出,腰椎间盘突出症",FA84.2,15,Lumbar disc herniation,1,是
i631620318502318080,"卒中后吞咽障碍,肺炎",MB23.3,21,Dysphagia,1,是
i631620319462813696,脑瘫患儿流涎症,,,,1,否
i631620319727054848,"慢性前列腺炎,抑郁症,细胞",GC00,16,Chronic prostatitis,1,是
i631620323082498048,"脾肾阳虚,单纯性肥胖症",5B81.0,05,Simple obesity,1,是
i631619760861212672,输卵管炎,,,,1,否
i631619761075122176,中风偏瘫下肢痉挛,8B2Y,08,Hemiplegia after stroke,1,是
i631619761205145600,小儿脑瘫流涎症,8D20,08,Cerebral palsy,1,是
i631619762434076672,卒中后尿失禁,,,,1,否
i631619763914665984,"骨软化症复发骨软化症,复发",,,,1,否
i631619931967844352,乳房发育不良,,,,1,否
i631619936891957248,"心肌梗死,抑郁症",BA41,11,Myocardial infarction,1,是
i631619941115621376,"缺血性中风,中风后肩手综合征",8B11,08,Ischaemic stroke,1,是
i631619941669269504,骨膜炎,,,,1,否
i631619941954482176,脑卒中偏身感觉障碍,,,,1,否
i631619942172585984,晚期肝癌疼痛,,,,1,否
i631619943032418304,帕金森病抑郁,8A00,08,Parkinson disease,1,是
i631619943795781632,骨折术后组织粘连,,,,1,否
i631620122682847232,多发性硬化,8A40,08,Multiple sclerosis,1,是
i631620123769171968,"2型糖尿病,胰岛素抵抗,细胞",5A11,05,Type 2 diabetes mellitus,1,是
i631620123945332736,"精神病,肥胖症",,,,1,否
i631620125245566976,"偏瘫,脱位",8B20.1,08,Hemiplegia,1,是
i631620126721961984,坏死,,,,1,否
i631620127078477824,劳淋,,,,1,否
i631620130513612800,"寒湿,类风湿关节炎",FA20,15,Rheumatoid arthritis,1,是
i631620132828868608,机械通气患者镇静作用,,,,1,否
i631620331315916800,放射治疗引起的口干,,,,1,否
i631620335812210688,新发肥胖2型糖尿病,5A11,05,Type 2 diabetes mellitus,1,是
i631619775520305152,脑血管意外后吞咽困难,,,,1,否
i631619775939735552,慢性单纯性咽炎,,,,1,否
i631619776786984960,"颈椎病,疼痛",FA84,15,Cervical spondylosis,1,是
i631619777365798912,老年收缩期高血压,,,,1,否
i631619778879942656,原发性膝骨关节炎,FA00.0,15,Knee osteoarthritis,1,是
i631619945662246912,腹部手术后尿潴留的,,,,1,否
i631619945712578560,周围神经病变,8B99,08,Peripheral neuropathy,1,是
i631619953631424512,频发性室性早搏,,,,1,否
i631620135240593408,戒断,,,,1,否
i631620140735131648,超重,,,,1,否
i631620141418803200,"肥胖症,闭经肥胖症,闭经,体重闭经",5B81,05,Obesity,1,是
i631620345400389632,听力障碍,,,,1,否
i631620345605910528,晕厥,,,,1,否
i631620345933066240,臀上皮神经卡压综合征,,,,1,否
i631620349397561344,腔隙性脑梗死,,,,1,否
i631619781530742784,胆囊切除术后综合征,,,,1,否
i631619781987921920,"中风,肌痉挛",8B20,08,Stroke,1,是
i631619784085073920,脑卒中软瘫手功能,,,,1,否
i631619788086439936,"糖尿病,周围神经病变",5A10-5A14,05,Diabetes mellitus,1,是
i631619788208074752,输尿管结石,,,,1,否
i631619958408736768,强直性脊柱炎腰背僵痛,FA91,15,Ankylosing spondylitis,1,是
i631619958878498816,脂肪肝,DB92.1,13,Fatty liver disease,1,是
i631619959654445056,"脑血管意外,偏瘫",,,,1,否
i631619959977406464,"青光眼,瘢痕",9C61,09,Glaucoma,1,是
i631619960107429888,"胃食管反流病,复发",DA22,13,Gastro-oesophageal reflux disease,1,是
i631619962103918592,"面瘫,面肌痉挛",8B83,08,Facial nerve palsy,1,是
i631619962670149632,"气虚血瘀,中风,恢复期",,,,1,否
i631619963823583232,腰椎间盘脱出症,,,,1,否
i631620145646661632,膝痹症,,,,1,否
i631620145877348352,缺血性脑血管病颈动脉粥样硬化,8B2Z,08,Cerebrovascular disease,1,是
i631620147517321216,"中风,恢复期,失语",8B20,08,Stroke,1,是
i631620149094379520,非酒精性脂肪肝,,,,1,否
i631620351104643072,颈肩背肌筋膜,,,,1,否
i631620356011978752,室上性心动过速,,,,1,否
i631619791110533120,"蛛网膜下腔出血,痉挛",8B01,08,Subarachnoid haemorrhage,1,是
i631619791785816064,"周围性面瘫,联带运动",8B83.0,08,Peripheral facial palsy,1,是
i631619794495336448,"颈痛,神经根型颈椎病",ME84.2,15,Neck pain,1,是
i631619798442176512,"小儿泄泻,虚寒,寒证",,,,1,否
i631619969389424640,"颅脑创伤,顽固性呃逆",DD93,13,Intractable hiccup,1,是
i631619973193658368,气血亏虚型眩晕,,,,1,否
i631619974976237568,糖尿病眼底出血,,,,1,否
i631619976477798400,"气虚,慢性疲劳综合征,细胞",MG22,21,Chronic fatigue syndrome,1,是
i631619976641376256,胸椎小关节紊乱,,,,1,否
i631620365323333632,肠胃疾病,,,,1,否
i631620377071579136,糖尿病合并肥胖,,,,1,否
i631619802992996352,脑科重症，胃肠功能,,,,1,否
i631619803735388160,寒饮伏肺型喘证,,,,1,否
i631619805954174976,股后肌群拉伤,,,,1,否
i631619806067421184,细胞因子表达,,,,1,否
i631619806256164864,"痔疮,尿潴留",,,,1,否
i631619979485114368,慢性肺源性心脏病,,,,1,否
i631619980210728960,肩周关节炎,,,,1,否
i631619981498380288,"糖尿病,末梢神经炎",5A10-5A14,05,Diabetes mellitus,1,是
i631619983595532288,"脑梗死,恢复期,气虚血瘀",8B11,08,Cerebral infarction,1,是
i631619983813636096,"糖尿病足,幻肢痛",,,,1,否
i631619985495552000,气虚痰浊型失眠,,,,1,否
i631619985743015936,"腰椎椎管狭窄症气虚血瘀,腰椎椎管狭窄症",,,,1,否
i631619986850312192,"中风,呃逆",8B20,08,Stroke,1,是
i631620169570971648,感觉障碍,,,,1,否
i631620170770542592,肺炎,,,,1,否
i631620173391982592,内痔,,,,1,否
i631620173471674368,腹腔镜胆囊切除术后恶心呕吐,,,,1,否
i631620378443116544,肩周炎疼痛,,,,1,否
i631620380447993856,卒中后肩-手综合征,,,,1,否
i631620380695457792,老年膝骨关节病,,,,1,否
i631620381374935040,"脑血管意外,失语",,,,1,否
i631620383811825664,"急性腰扭伤,疼痛",ME84.1,15,Acute lumbar sprain,1,是
i631620384352890880,"麻痹,构音障碍",,,,1,否
i631620384579383296,气腹,,,,1,否
i631620384789098496,睑板腺功能障碍,,,,1,否
i631620385837674496,帕金森病肌僵直,8A00,08,Parkinson disease,1,是
i631620388064849920,小儿慢性肠系膜淋巴结炎,,,,1,否
i631619813793329152,桡骨茎突腱鞘炎,,,,1,否
i631619814141456384,小儿脑瘫流涎,8D20,08,Cerebral palsy,1,是
i631619815647211520,周围性面瘫急性期耳后疼痛,8B83.0,08,Peripheral facial palsy,1,是
i631619817320738816,COPD 急性加重期患者,,,,1,否
i631619820319666176,吸入性肺炎,,,,1,否
i631619821254995968,"破裂动脉瘤,栓塞,痉挛",,,,1,否
i631619987974385664,"阴虚,痤疮",,,,1,否
i631619991740870656,外科腹部手术后胃肠功能恢复,,,,1,否
i631619992416153600,血脂异常和高血糖症,,,,1,否
i631619992571342848,外伤性截瘫,,,,1,否
i631619992743309312,手指屈肌腱鞘炎,,,,1,否
i631620182346821632,"阴虚,慢性咽炎",CA0Z,12,Chronic pharyngitis,1,是
i631620184221675520,风湿,,,,1,否
i631620187459678208,慢性肾功能衰竭,,,,1,否
i631620189980454912,"急性脑梗死,2型糖尿病",8B11,08,Acute cerebral infarction,1,是
i631620192551563264,痰阻心脉型冠心病,,,,1,否
i631620397384593408,虹膜睫状体炎,,,,1,否
i631620398613524480,复发性流产,,,,1,否
i631620398823239680,"脑梗死,意识障碍",8B11,08,Cerebral infarction,1,是
i631620402921074688,"心脾两虚,不寐",,,,1,否
i631620403915124736,"亚健康,肝气虚,虚证,细胞",,,,1,否
i631619823155015680,虚证,,,,1,否
i631619824031625216,"痉挛,脑性瘫痪",8D20,08,Cerebral palsy,1,是
i631619831828836352,中风先兆症,,,,1,否
i631619998430785536,劳损性腰痛,,,,1,否
i631620005359775744,"脑梗死,痉挛,瘫痪",8B11,08,Cerebral infarction,1,是
i631620196125110272,胃肠道术后胃肠功能,,,,1,否
i631620197169491968,"缺血性脑卒中,痉挛",8B11,08,Ischaemic stroke,1,是
i631620204836679680,开颅术后恶心呕吐,,,,1,否
i631620406721114112,肝肾阴虚型围绝经期综合征,,,,1,否
i631620409946533888,"带状疱疹,疼痛",1E91,01,Herpes zoster,1,是
i631620411875913728,糖尿病肾病,,,,1,否
i631620418465165312,"脑卒中,神经源性膀胱",8B20,08,Stroke,1,是
i631619833561083904,风邪袭络型偏头痛,,,,1,否
i631619835834396672,广泛性焦虑障碍,6B00.0,06,Generalised anxiety disorder,1,是
i631619841417015296,"脑血管病,偏瘫",8B2Z,08,Cerebrovascular disease,1,是
i631619842423648256,"缺血性脑卒中,尿失禁",8B11,08,Ischaemic stroke,1,是
i631620013647720448,腰椎间盘突出症伴3横突综合征,FA84.2,15,Lumbar disc herniation,1,是
i631620014381723648,眼球运动障碍,,,,1,否
i631620014994092032,外伤性神经损伤,,,,1,否
i631620015191224320,脑缺血,,,,1,否
i631620020899672064,"脑梗死,吞咽障碍",8B11,08,Cerebral infarction,1,是
i631620021189079040,贝耳麻痹,,,,1,否
i631620206938025984,糖尿病神经病变,,,,1,否
i631620210079559680,带状疱疹急性期,1E91,01,Herpes zoster,1,是
i631620214533910528,尿路结石,,,,1,否
i631620215133696000,"胃病,慢性胃炎",DA42,13,Chronic gastritis,1,是
i631620215813173248,Ⅱ型糖尿病周围神经病变,5A14,05,Diabetic peripheral neuropathy,1,是
i631620217407008768,"脑梗死,痉挛,偏瘫",8B11,08,Cerebral infarction,1,是
i631620217717387264,硬皮病,,,,1,否
i631620423540273152,"气滞血瘀,肝肾阴虚,膝骨关节炎",TM09,26,Qi stagnation blood stasis,1,是
i631620424324608000,中风后下肢肌张力增高,,,,1,否
i631620424534323200,肝癌介入术后顽固性呃逆,DD93,13,Intractable hiccup,1,是
i631620425129914368,血热型围绝经期综合征,,,,1,否
i631620426027495424,脊髓损伤后不同类型神经源性膀胱,NA50,22,Spinal cord injury,1,是
i631620427134791680,中风患者下肢痉挛,8B20,08,Stroke patients,1,是
i631620427310952448,急性重症胰腺炎,,,,1,否
i631620427956875264,向心性肥胖,,,,1,否
i631620431266181120,颈源性过敏性鼻炎,CA08.0,12,Allergic rhinitis,1,是
i631620431442341888,经尿道前列腺电切术TURP后膀胱过度活动症OAB,,,,1,否
i631619846009778176,"缺血性中风,中风后遗症",8B11,08,Ischaemic stroke,1,是
i631619847343566848,"肢痉挛,偏瘫",,,,1,否
i631619849377804288,"中风后偏瘫肩痛,疼痛",,,,1,否
i631619852808744960,"脑性瘫痪,言语障碍",8D20,08,Cerebral palsy,1,是
i631619856252268544,早期偏瘫患者恢复下肢运动,,,,1,否
i631620022996824064,阳虚,,,,1,否
i631620026239021056,痉挛性偏瘫,,,,1,否
i631620219818733568,颞颌关节功能障碍综合征,,,,1,否
i631620220204609536,"单纯性肥胖,糖调节受损",5B81.0,05,Simple obesity,1,是
i631620229822148608,"心脾两虚,抑郁症,睡眠障碍",,,,1,否
i631622926751232000,混合痔PPH术后肛门坠胀,,,,1,否
i631622930266058752,酒 糟鼻,,,,1,否
i631622934351310848,上肢功能障碍,MB21.2,21,Upper limb functional disorder,1,是
i631622934691049472,"虚证,便秘",,,,1,否
i631622940701487104,膝侧副韧带损伤,,,,1,否
i631623340057948160,心肾不交型失眠,,,,1,否
i631623340754202624,"腹泻型肠易激综合征,脾虚,虚证",DA93,13,Irritable bowel syndrome,1,是
i631623345653149696,"2型糖尿病,面神经炎",5A11,05,Type 2 diabetes mellitus,1,是
i631622948733579264,脑梗死后痉挛,,,,1,否
i631622959752015872,排卵周期中对子宫内膜作用,,,,1,否
i631622960439881728,小儿单纯性目劄,,,,1,否
i631622962142769152,"中风,流涎",8B20,08,Stroke,1,是
i631622963153596416,脑中风患者后期肢体功能恢复,8B20,08,Stroke patients,1,是
i631623358865207296,胸壁软组织损伤,,,,1,否
i631623369082531840,"乳腺癌,水肿",2C60,02,Breast cancer,1,是
i631623369489379328,肝肾阴虚,,,,1,否
i631623373113257984,"痰湿,肥胖症",,,,1,否
i631623375004889088,"脾肾阳虚,慢性疲劳综合征",MG22,21,Chronic fatigue syndrome,1,是
i631623376397398016,老年腰椎管狭窄,,,,1,否
i631623381837410304,终末期肾脏疾病；抑郁,,,,1,否
i631623383154421760,帕金森综合征,,,,1,否
i631623383406080000,肛门坠胀,,,,1,否
i631623384513376256,急性脑卒中后吞咽功能障碍,,,,1,否
i631622965951197184,脑卒中后胃瘫,,,,1,否
i631622967003967488,肝郁气滞型失眠,,,,1,否
i631622968757186560,急性横贯性脊髓炎排尿功能障碍,,,,1,否
i631622970070003712,小儿食积,,,,1,否
i631622970564931584,神经精神障碍,,,,1,否
i631622973538693120,"软组织损伤,腰腿痛",,,,1,否
i631622973861654528,"肾阳虚,慢性前列腺炎",GC00,16,Chronic prostatitis,1,是
i631622978236313600,少弱精症,,,,1,否
i631623196814077952,老年中风后吞咽障碍,MB23.3,21,Post-stroke dysphagia,1,是
i631623205630504960,慢性肝病腹胀患者气滞血瘀证型,TM09,26,Qi stagnation blood stasis,1,是
i631623215432593408,腰臀部肌筋炎,,,,1,否
i631623216015601664,"滑膜炎,湿热",,,,1,否
i631623231295451136,椎-基底动脉 供血不足,,,,1,否
i631623232247558144,"脾胃虚寒,胃痛",,,,1,否
i631623233103196160,胃瘫,,,,1,否
i631623234768334848,"老年性失眠,失眠症",,,,1,否
i631623238799060992,"面瘫,疼痛",8B83,08,Facial nerve palsy,1,是
i631623244645920768,气虚血瘀型中风,,,,1,否
i631623249100271616,气滞血瘀,TM09,26,Qi stagnation blood stasis,1,是
i631623257316913152,原发性干燥综合征,FA25,15,Sjögren syndrome,1,是
i631622984544546816,肾阳亏虚型弱精子症,,,,1,否
i631622985542791168,"疼痛,麻木,疾病",MG30,21,Pain,1,是
i631622990081028096,"流注,失眠",,,,1,否
i631622991637114880,脑卒中康复期,,,,1,否
i631622994761871360,肠功能紊乱现象,,,,1,否
i631622995068055552,多动症心脾两虚证,,,,1,否
i631622998004068352,"发作,偏头痛",,,,1,否
i631623260580081664,"骨折,截瘫",,,,1,否
i631623278435233792,常年性变应性鼻炎,,,,1,否
i631623010289184768,疝气,,,,1,否
i631623023287332864,心脾两虚不寐,,,,1,否
i631623031868878848,经络疼痛,,,,1,否
i631623032569327616,慢性颈椎病,,,,1,否
i631623033957642240,肩袖损伤,,,,1,否
i631623047006121984,颈椎损伤,,,,1,否
i631623053444378624,脑卒中便秘,,,,1,否
i631623056783044608,阴虚肺燥型子嗽,,,,1,否
i631623064030801920,"寒湿,膝骨关节炎",FA00.0,15,Knee osteoarthritis,1,是
i631623065385562112,颈部疼痛,,,,1,否
